Policyid,policyeffyr,month,underwriter,premium,coverage,irpm,loss ratio,sales manager,state,reason1,reason2,action selected
6272,2010,Oct,Adjoa,33535,home,0.96,77%,Odeneho,NC,loss ratio>40%,has irpm,no action
6273,2010,Jun,Ben,25676,home,1.56,41%,Odeneho,VA,loss ratio>40%,has irpm,no action
6274,2012,Dec,Dan,40949,building,0.78,65%,Ayikple,TN,loss ratio>40%,has irpm,no action
6275,2010,Jul,Mina,10246,home,1.57,72%,Dedu,VA,loss ratio>40%,has irpm,add debit
6276,2015,Nov,Abena,12945,products,1,15%,Dedu,IL,,,add credit
6277,2010,Dec,David,42029,home,0.93,26%,Dedu,IL,,has irpm,add credit
6278,2011,Feb,Ekow,19950,contents,1.74,57%,Ayikple,VA,loss ratio>40%,has irpm,no action
6279,2011,Aug,Kwasi,31272,contents,0.96,86%,Dedu,IL,loss ratio>40%,has irpm,no action
6280,2011,Aug,Kwabena,43780,contents,1.06,52%,Ayikple,NC,loss ratio>40%,has irpm,no action
6281,2012,May,Emefa,34198,products,2,56%,Dedu,NC,loss ratio>40%,has irpm,no action
6282,2011,Aug,Abbie,9221,building,1.55,84%,Odeneho,MN,loss ratio>40%,has irpm,add debit
6283,2012,Feb,Aseda,19872,building,0.9,64%,Ayikple,MN,loss ratio>40%,has irpm,no action
6284,2013,Mar,Bella,47432,auto,1.03,91%,Dedu,NC,loss ratio>40%,has irpm,add debit
6285,2012,Dec,Janice,42267,home,0.87,18%,Odeneho,SC,,has irpm,add credit
6286,2010,May,Francis,31120,contents,1.54,83%,Ayikple,TX,loss ratio>40%,has irpm,add debit
6287,2012,Nov,Priscilla,31673,contents,0.85,71%,Dedu,NJ,loss ratio>40%,has irpm,no action
6288,2011,Feb,Franca,35324,home,0.58,38%,Dedu,MD,,has irpm,add credit
6289,2013,Nov,Alex,43482,products,1.02,94%,Ayikple,GA,loss ratio>40%,has irpm,add debit
6290,2012,Jun,Ama,2435,contents,0.65,37%,Dedu,WI,,has irpm,add credit
6291,2012,May,Adjoa,40102,products,1.94,39%,Dedu,NC,,has irpm,add credit
6292,2011,Feb,Ben,26973,auto,1.66,54%,Dedu,MD,loss ratio>40%,has irpm,no action
6293,2012,Aug,Dan,43897,building,1.61,81%,Odeneho,TN,loss ratio>40%,has irpm,add debit
6294,2012,Nov,Mina,39221,contents,1.82,87%,Ayikple,NC,loss ratio>40%,has irpm,add debit
6295,2015,Nov,Abena,24378,products,1.47,97%,Ayikple,NY,loss ratio>40%,has irpm,add debit
6296,2010,Nov,David,10088,building,1.36,82%,Ayikple,NC,loss ratio>40%,has irpm,add debit
6297,2012,Oct,Ekow,45195,home,1.08,12%,Ayikple,MN,,has irpm,add credit
6298,2013,Jun,Kwasi,15301,auto,1.31,45%,Ayikple,MN,loss ratio>40%,has irpm,no action
6299,2011,Sep,Kwabena,12228,auto,1.63,19%,Odeneho,TN,,has irpm,add credit
6300,2011,Jun,Emefa,26847,auto,0.53,30%,Dedu,IL,,has irpm,add credit
6301,2011,Jul,Abbie,14238,products,1.23,33%,Odeneho,IL,,has irpm,add credit
6302,2010,Oct,Aseda,36839,home,1.73,41%,Ayikple,WI,loss ratio>40%,has irpm,no action
6303,2014,Feb,Bella,20350,products,1.49,80%,Ayikple,WI,loss ratio>40%,has irpm,add debit
6304,2010,Oct,Janice,9515,contents,0.87,99%,Dedu,TX,loss ratio>40%,has irpm,no action
6305,2015,Jan,Francis,31258,auto,0.75,11%,Odeneho,PA,,has irpm,add credit
6306,2010,Dec,Priscilla,40043,auto,0.95,93%,Odeneho,MN,loss ratio>40%,has irpm,no action
6307,2011,Jan,Franca,27183,home,1.17,98%,Odeneho,WI,loss ratio>40%,has irpm,add debit
6308,2014,Nov,Alex,9203,auto,0.62,89%,Dedu,NY,loss ratio>40%,has irpm,no action
6309,2012,Sep,Ama,28196,auto,1.65,59%,Odeneho,GA,loss ratio>40%,has irpm,no action
6310,2012,May,Adjoa,24148,auto,1.13,91%,Odeneho,NC,loss ratio>40%,has irpm,add debit
6311,2013,Jun,Ben,22105,building,1.63,97%,Dedu,PA,loss ratio>40%,has irpm,add debit
6312,2012,Apr,Dan,31464,products,1.46,73%,Odeneho,NC,loss ratio>40%,has irpm,add debit
6313,2014,Jun,Mina,4935,products,1.29,32%,Dedu,TX,,has irpm,add credit
6314,2015,Jul,Abena,9672,building,0.64,34%,Ayikple,GA,,has irpm,add credit
6315,2012,Sep,David,20672,home,0.76,71%,Odeneho,SC,loss ratio>40%,has irpm,no action
6316,2015,Jul,Ekow,6770,auto,1.32,24%,Odeneho,MN,,has irpm,add credit
6317,2011,Mar,Kwasi,33318,auto,0.67,51%,Dedu,VA,loss ratio>40%,has irpm,no action
6318,2012,Mar,Kwabena,8039,contents,0.58,0%,Ayikple,MD,,has irpm,add credit
6319,2015,Jun,Emefa,48836,products,1.26,51%,Ayikple,NY,loss ratio>40%,has irpm,no action
6320,2014,Feb,Abbie,42213,products,1.74,16%,Odeneho,GA,,has irpm,add credit
6321,2014,Mar,Aseda,13980,contents,0.6,88%,Dedu,WI,loss ratio>40%,has irpm,no action
6322,2013,Mar,Bella,19425,products,1.59,18%,Odeneho,TX,,has irpm,add credit
6323,2014,Jul,Janice,24893,auto,0.81,73%,Ayikple,GA,loss ratio>40%,has irpm,no action
6324,2011,Feb,Francis,36986,contents,0.84,75%,Odeneho,FL,loss ratio>40%,has irpm,no action
6325,2013,Jan,Priscilla,5113,auto,1.14,4%,Odeneho,WI,,has irpm,add credit
6326,2011,Jun,Franca,5526,products,0.84,59%,Ayikple,VA,loss ratio>40%,has irpm,no action
6327,2014,Oct,Alex,27904,home,1.8,10%,Dedu,SC,,has irpm,add credit
6328,2015,Feb,Ama,2009,building,1.36,61%,Dedu,SC,loss ratio>40%,has irpm,no action
6329,2013,Jan,Adjoa,11393,auto,1.73,74%,Ayikple,NJ,loss ratio>40%,has irpm,add debit
6330,2014,Nov,Ben,41864,contents,1.28,8%,Ayikple,MD,,has irpm,add credit
6331,2011,Apr,Dan,3229,contents,1.07,38%,Dedu,MD,,has irpm,add credit
6332,2011,Jul,Mina,20079,home,1.38,11%,Odeneho,NJ,,has irpm,add credit
6333,2011,Aug,Abena,7385,contents,0.62,26%,Ayikple,NY,,has irpm,add credit
6334,2010,Oct,David,46281,contents,0.7,53%,Dedu,NC,loss ratio>40%,has irpm,no action
6335,2015,Jul,Ekow,13244,products,1.64,54%,Dedu,SC,loss ratio>40%,has irpm,no action
6336,2015,Aug,Kwasi,5074,auto,1.05,65%,Dedu,MD,loss ratio>40%,has irpm,no action
6337,2010,Sep,Kwabena,17923,contents,1.62,49%,Dedu,GA,loss ratio>40%,has irpm,no action
6338,2015,Feb,Emefa,49492,building,1.33,16%,Odeneho,IL,,has irpm,add credit
6339,2013,Feb,Abbie,35450,products,0.54,65%,Dedu,FL,loss ratio>40%,has irpm,no action
6340,2010,Aug,Aseda,28231,building,0.76,12%,Odeneho,PA,,has irpm,add credit
6341,2013,Aug,Bella,2803,home,1.08,12%,Odeneho,MD,,has irpm,add credit
6342,2013,Mar,Janice,40762,auto,0.73,92%,Odeneho,MD,loss ratio>40%,has irpm,no action
6343,2011,Mar,Francis,47205,contents,1.25,12%,Odeneho,SC,,has irpm,add credit
6344,2012,Mar,Priscilla,43053,products,1.13,95%,Odeneho,MD,loss ratio>40%,has irpm,add debit
6345,2013,Sep,Franca,5443,products,1.01,98%,Dedu,SC,loss ratio>40%,has irpm,add debit
6346,2015,Oct,Alex,31048,home,0.81,45%,Dedu,VA,loss ratio>40%,has irpm,no action
6347,2015,Aug,Ama,42091,products,1.23,81%,Odeneho,MN,loss ratio>40%,has irpm,add debit
6348,2011,Dec,Adjoa,15367,home,1.05,82%,Dedu,FL,loss ratio>40%,has irpm,add debit
6349,2015,Aug,Ben,8393,auto,1.4,2%,Odeneho,KY,,has irpm,add credit
6350,2010,Mar,Dan,49782,building,1.91,22%,Ayikple,VA,,has irpm,add credit
6351,2012,Sep,Mina,45475,building,0.9,97%,Odeneho,KY,loss ratio>40%,has irpm,no action
6352,2010,Jun,Abena,26066,building,1.77,76%,Dedu,NY,loss ratio>40%,has irpm,add debit
6353,2012,Feb,David,24174,contents,1.33,8%,Ayikple,MD,,has irpm,add credit
6354,2010,Apr,Ekow,12508,home,1.79,53%,Odeneho,NJ,loss ratio>40%,has irpm,no action
6355,2015,Apr,Kwasi,47226,auto,1.11,51%,Odeneho,NJ,loss ratio>40%,has irpm,no action
6356,2010,Aug,Kwabena,29487,building,0.52,57%,Dedu,TX,loss ratio>40%,has irpm,no action
6357,2010,Mar,Emefa,39207,contents,1.87,15%,Dedu,KY,,has irpm,add credit
6358,2014,Jul,Abbie,31993,building,1.8,47%,Dedu,IL,loss ratio>40%,has irpm,no action
6359,2013,Sep,Aseda,18006,building,0.83,15%,Ayikple,NY,,has irpm,add credit
6360,2014,Feb,Bella,47696,building,1.24,62%,Odeneho,NJ,loss ratio>40%,has irpm,no action
6361,2010,Jan,Janice,42111,building,1.85,44%,Odeneho,NY,loss ratio>40%,has irpm,no action
6362,2010,Jun,Francis,35580,home,1.79,59%,Ayikple,TX,loss ratio>40%,has irpm,no action
6363,2015,Jan,Priscilla,39728,products,1.13,96%,Odeneho,WI,loss ratio>40%,has irpm,add debit
6364,2010,Nov,Franca,24660,building,1.64,84%,Odeneho,PA,loss ratio>40%,has irpm,add debit
6365,2013,Oct,Alex,23304,auto,1.38,49%,Dedu,NC,loss ratio>40%,has irpm,no action
6366,2012,Apr,Ama,11519,auto,0.69,17%,Odeneho,NJ,,has irpm,add credit
6367,2010,Oct,Adjoa,20803,building,1.04,20%,Odeneho,GA,,has irpm,add credit
6368,2013,Dec,Ben,28365,home,1.13,26%,Ayikple,IL,,has irpm,add credit
6369,2013,Jun,Dan,38108,home,1.18,9%,Odeneho,KY,,has irpm,add credit
6370,2011,Sep,Mina,39286,contents,1.24,75%,Odeneho,MN,loss ratio>40%,has irpm,add debit
6371,2011,Jan,Abena,24347,contents,1.3,99%,Ayikple,VA,loss ratio>40%,has irpm,add debit
6372,2012,May,David,6170,building,1.56,13%,Odeneho,TX,,has irpm,add credit
6373,2010,Jul,Ekow,44676,auto,0.91,21%,Ayikple,MN,,has irpm,add credit
6374,2011,May,Kwasi,28625,contents,1.79,70%,Ayikple,PA,loss ratio>40%,has irpm,no action
6375,2015,Feb,Kwabena,29688,building,1.98,60%,Ayikple,SC,loss ratio>40%,has irpm,no action
6376,2010,Apr,Emefa,49261,products,0.95,42%,Dedu,VA,loss ratio>40%,has irpm,no action
6377,2014,Apr,Abbie,27560,home,1.43,33%,Dedu,MN,,has irpm,add credit
6378,2013,Dec,Aseda,31539,home,1.11,1%,Odeneho,KY,,has irpm,add credit
6379,2010,Sep,Bella,38276,products,0.96,41%,Ayikple,KY,loss ratio>40%,has irpm,no action
6380,2012,Nov,Janice,8841,auto,0.51,66%,Odeneho,MN,loss ratio>40%,has irpm,no action
6381,2015,Aug,Francis,2429,building,1.23,20%,Dedu,PA,,has irpm,add credit
6382,2010,Dec,Priscilla,38209,products,0.65,22%,Odeneho,TX,,has irpm,add credit
6383,2011,Apr,Franca,47871,auto,1.24,80%,Odeneho,TX,loss ratio>40%,has irpm,add debit
6384,2013,Apr,Alex,31360,products,1.63,87%,Dedu,PA,loss ratio>40%,has irpm,add debit
6385,2015,Aug,Ama,23205,auto,0.96,30%,Ayikple,PA,,has irpm,add credit
6386,2012,Oct,Adjoa,14058,products,0.76,59%,Ayikple,NJ,loss ratio>40%,has irpm,no action
6387,2013,Apr,Ben,8793,products,1.17,65%,Ayikple,TN,loss ratio>40%,has irpm,no action
6388,2015,Nov,Dan,27473,home,1.69,52%,Ayikple,TN,loss ratio>40%,has irpm,no action
6389,2015,Mar,Mina,4673,building,1.8,61%,Ayikple,TX,loss ratio>40%,has irpm,no action
6390,2013,Jun,Abena,5454,auto,1.76,48%,Dedu,TN,loss ratio>40%,has irpm,no action
6391,2013,Oct,David,12410,contents,1.67,50%,Odeneho,IL,loss ratio>40%,has irpm,no action
6392,2013,Dec,Ekow,25023,contents,0.74,84%,Odeneho,VA,loss ratio>40%,has irpm,no action
6393,2011,Jun,Kwasi,1628,contents,1.49,24%,Odeneho,WI,,has irpm,add credit
6394,2012,Aug,Kwabena,30149,products,1.32,37%,Odeneho,KY,,has irpm,add credit
6395,2013,Jul,Emefa,6763,products,1.77,45%,Odeneho,VA,loss ratio>40%,has irpm,no action
6396,2014,May,Abbie,2934,contents,0.83,20%,Odeneho,IL,,has irpm,add credit
6397,2012,Feb,Aseda,16656,building,1.36,11%,Ayikple,NY,,has irpm,add credit
6398,2015,Oct,Bella,49569,auto,1.28,24%,Odeneho,IL,,has irpm,add credit
6399,2014,Aug,Janice,9594,auto,1.34,81%,Ayikple,WI,loss ratio>40%,has irpm,add debit
6400,2015,Dec,Francis,39470,products,1.57,25%,Odeneho,NJ,,has irpm,add credit
6401,2012,Aug,Priscilla,15388,auto,1.52,57%,Dedu,NJ,loss ratio>40%,has irpm,no action
6402,2015,Aug,Franca,31968,products,0.74,10%,Odeneho,IL,,has irpm,add credit
6403,2014,May,Alex,21284,contents,0.96,85%,Dedu,MD,loss ratio>40%,has irpm,no action
6404,2013,Dec,Ama,9120,auto,0.91,96%,Odeneho,GA,loss ratio>40%,has irpm,no action
6405,2015,Mar,Adjoa,2147,building,1.62,2%,Dedu,WI,,has irpm,add credit
6406,2013,Dec,Ben,46045,products,1.15,76%,Ayikple,TN,loss ratio>40%,has irpm,add debit
6407,2010,Dec,Dan,36657,home,1.77,87%,Ayikple,GA,loss ratio>40%,has irpm,add debit
6408,2013,Mar,Mina,30979,home,0.59,71%,Ayikple,IL,loss ratio>40%,has irpm,no action
6409,2013,Sep,Abena,2690,products,0.57,21%,Dedu,FL,,has irpm,add credit
6410,2011,Nov,David,9081,products,0.72,86%,Ayikple,TN,loss ratio>40%,has irpm,no action
6411,2013,Jan,Ekow,21787,building,1.74,80%,Dedu,MD,loss ratio>40%,has irpm,add debit
6412,2015,Aug,Kwasi,36895,contents,1.14,24%,Ayikple,MD,,has irpm,add credit
6413,2013,Aug,Kwabena,48274,auto,0.64,53%,Dedu,GA,loss ratio>40%,has irpm,no action
6414,2012,Jul,Emefa,22568,products,1.56,57%,Dedu,SC,loss ratio>40%,has irpm,no action
6415,2013,Jan,Abbie,1820,building,1.62,39%,Dedu,TX,,has irpm,add credit
6416,2014,May,Aseda,19378,auto,1.52,98%,Odeneho,NY,loss ratio>40%,has irpm,add debit
6417,2010,Aug,Bella,16797,auto,0.63,62%,Odeneho,KY,loss ratio>40%,has irpm,no action
6418,2014,Sep,Janice,30159,home,1.2,37%,Dedu,WI,,has irpm,add credit
6419,2014,Apr,Francis,12863,products,0.82,40%,Ayikple,NC,loss ratio>40%,has irpm,no action
6420,2013,May,Priscilla,23720,auto,1.8,63%,Odeneho,TX,loss ratio>40%,has irpm,no action
6421,2014,Dec,Franca,19643,building,1.74,57%,Ayikple,NY,loss ratio>40%,has irpm,no action
6422,2014,Apr,Alex,16927,contents,1.12,57%,Ayikple,KY,loss ratio>40%,has irpm,no action
6423,2014,Apr,Ama,21666,building,0.78,61%,Odeneho,WI,loss ratio>40%,has irpm,no action
6424,2014,Aug,Adjoa,44747,building,0.52,95%,Odeneho,NC,loss ratio>40%,has irpm,no action
6425,2010,Aug,Ben,44690,building,0.64,22%,Dedu,SC,,has irpm,add credit
6426,2013,Nov,Dan,2950,auto,0.92,44%,Ayikple,FL,loss ratio>40%,has irpm,no action
6427,2015,Jul,Mina,47232,home,1.16,40%,Dedu,TX,loss ratio>40%,has irpm,no action
6428,2014,Apr,Abena,26517,contents,1.43,22%,Dedu,KY,,has irpm,add credit
6429,2012,Mar,David,30788,contents,1.4,3%,Odeneho,SC,,has irpm,add credit
6430,2010,Aug,Ekow,12512,building,0.71,10%,Ayikple,PA,,has irpm,add credit
6431,2011,Jan,Kwasi,19463,contents,0.52,72%,Odeneho,TN,loss ratio>40%,has irpm,no action
6432,2014,May,Kwabena,17863,building,1.93,51%,Dedu,NJ,loss ratio>40%,has irpm,no action
6433,2013,Sep,Emefa,16052,products,0.95,88%,Ayikple,TN,loss ratio>40%,has irpm,no action
6434,2015,Jun,Abbie,26100,contents,1.19,62%,Odeneho,WI,loss ratio>40%,has irpm,no action
6435,2010,Jun,Aseda,10533,products,0.64,87%,Odeneho,WI,loss ratio>40%,has irpm,no action
6436,2011,Dec,Bella,42515,contents,1.87,48%,Ayikple,TN,loss ratio>40%,has irpm,no action
6437,2012,Apr,Janice,1508,contents,2,0%,Dedu,PA,,has irpm,add credit
6438,2014,Mar,Francis,48443,building,1.31,96%,Ayikple,TN,loss ratio>40%,has irpm,add debit
6439,2010,Mar,Priscilla,44762,contents,1.56,29%,Ayikple,TX,,has irpm,add credit
6440,2012,Aug,Franca,12924,home,1.22,50%,Ayikple,NJ,loss ratio>40%,has irpm,no action
6441,2011,Jan,Alex,36858,building,0.57,82%,Dedu,FL,loss ratio>40%,has irpm,no action
6442,2010,Dec,Ama,48337,auto,1.57,26%,Dedu,TX,,has irpm,add credit
6443,2012,Aug,Adjoa,31760,auto,1.42,29%,Odeneho,PA,,has irpm,add credit
6444,2010,Feb,Ben,17881,home,0.99,7%,Odeneho,VA,,has irpm,add credit
6445,2015,Mar,Dan,40099,products,0.74,75%,Dedu,TN,loss ratio>40%,has irpm,no action
6446,2010,Jul,Mina,48234,building,1.81,48%,Odeneho,FL,loss ratio>40%,has irpm,no action
6447,2010,Nov,Abena,43794,contents,1.88,55%,Odeneho,GA,loss ratio>40%,has irpm,no action
6448,2011,Apr,David,46987,building,0.5,6%,Odeneho,WI,,has irpm,add credit
6449,2013,Jan,Ekow,5206,products,1.31,66%,Ayikple,TX,loss ratio>40%,has irpm,no action
6450,2014,Sep,Kwasi,34670,building,1,39%,Ayikple,FL,,,add credit
6451,2012,Jul,Kwabena,15571,auto,1.74,24%,Dedu,NJ,,has irpm,add credit
6452,2013,Dec,Emefa,20700,contents,1.34,69%,Dedu,PA,loss ratio>40%,has irpm,no action
6453,2011,May,Abbie,26696,auto,2,31%,Ayikple,GA,,has irpm,add credit
6454,2015,Apr,Aseda,24721,auto,1.87,81%,Odeneho,IL,loss ratio>40%,has irpm,add debit
6455,2010,Jun,Bella,15612,contents,0.62,37%,Ayikple,NJ,,has irpm,add credit
6456,2010,Oct,Janice,19533,home,1.07,40%,Ayikple,KY,,has irpm,add credit
6457,2013,Jan,Francis,49308,auto,1.48,37%,Dedu,MD,,has irpm,add credit
6458,2012,Jul,Priscilla,49973,home,1.2,73%,Ayikple,TX,loss ratio>40%,has irpm,add debit
6459,2015,May,Franca,37530,auto,0.86,16%,Dedu,MN,,has irpm,add credit
6460,2014,Mar,Alex,40641,auto,1.83,81%,Odeneho,PA,loss ratio>40%,has irpm,add debit
6461,2015,Sep,Ama,5627,home,2,98%,Ayikple,FL,loss ratio>40%,has irpm,add debit
6462,2012,Jun,Adjoa,23911,auto,1.38,92%,Dedu,MD,loss ratio>40%,has irpm,add debit
6463,2014,Apr,Ben,7076,building,0.63,63%,Dedu,MN,loss ratio>40%,has irpm,no action
6464,2012,Oct,Dan,49163,auto,1.31,12%,Dedu,NY,,has irpm,add credit
6465,2013,Jan,Mina,31037,contents,1.91,47%,Odeneho,NC,loss ratio>40%,has irpm,no action
6466,2014,Nov,Abena,38651,products,1.07,63%,Dedu,MN,loss ratio>40%,has irpm,no action
6467,2011,Aug,David,42092,building,0.85,31%,Dedu,KY,,has irpm,add credit
6468,2014,Oct,Ekow,5820,home,1.88,62%,Ayikple,NJ,loss ratio>40%,has irpm,no action
6469,2015,Jun,Kwasi,22181,contents,1.07,93%,Dedu,IL,loss ratio>40%,has irpm,add debit
6470,2014,Dec,Kwabena,16037,contents,1.34,18%,Dedu,WI,,has irpm,add credit
6471,2010,Jan,Emefa,27018,home,1.43,6%,Dedu,SC,,has irpm,add credit
6472,2010,Oct,Abbie,26830,contents,1.06,1%,Ayikple,FL,,has irpm,add credit
6473,2012,Sep,Aseda,48733,home,1.42,51%,Dedu,GA,loss ratio>40%,has irpm,no action
6474,2012,Dec,Bella,32793,home,1.89,55%,Dedu,KY,loss ratio>40%,has irpm,no action
6475,2014,Sep,Janice,27976,contents,0.68,79%,Odeneho,WI,loss ratio>40%,has irpm,no action
6476,2010,Feb,Francis,2828,contents,0.77,4%,Ayikple,GA,,has irpm,add credit
6477,2011,Jun,Priscilla,5462,contents,1.88,95%,Odeneho,NC,loss ratio>40%,has irpm,add debit
6478,2012,Apr,Franca,31339,building,1.44,46%,Dedu,VA,loss ratio>40%,has irpm,no action
6479,2010,Dec,Alex,6334,products,1.01,4%,Dedu,FL,,has irpm,add credit
6480,2015,Sep,Ama,7342,building,1.67,65%,Ayikple,IL,loss ratio>40%,has irpm,no action
6481,2015,May,Adjoa,30828,building,0.74,39%,Ayikple,SC,,has irpm,add credit
6482,2011,May,Ben,46381,building,0.84,13%,Dedu,IL,,has irpm,add credit
6483,2014,Oct,Dan,3996,products,1.48,77%,Odeneho,VA,loss ratio>40%,has irpm,add debit
6484,2013,Sep,Mina,45425,building,1.93,96%,Dedu,FL,loss ratio>40%,has irpm,add debit
6485,2010,Nov,Abena,44556,contents,0.79,11%,Dedu,TN,,has irpm,add credit
6486,2015,Jun,David,18644,contents,1.11,37%,Dedu,NY,,has irpm,add credit
6487,2012,Jul,Ekow,45426,building,1.23,70%,Odeneho,GA,loss ratio>40%,has irpm,add debit
6488,2012,Nov,Kwasi,40635,contents,1.71,7%,Odeneho,FL,,has irpm,add credit
6489,2014,Oct,Kwabena,31224,home,1.67,79%,Dedu,NY,loss ratio>40%,has irpm,add debit
6490,2012,Nov,Emefa,46101,home,1.83,47%,Ayikple,WI,loss ratio>40%,has irpm,no action
6491,2013,Nov,Abbie,25050,contents,1.45,54%,Ayikple,IL,loss ratio>40%,has irpm,no action
6492,2011,Mar,Aseda,1588,auto,1.04,17%,Odeneho,VA,,has irpm,add credit
6493,2014,Jun,Bella,34385,building,0.5,92%,Ayikple,WI,loss ratio>40%,has irpm,add credit
6494,2015,Feb,Janice,14082,contents,1.82,41%,Odeneho,TX,loss ratio>40%,has irpm,no action
6495,2010,Feb,Francis,23488,building,0.91,65%,Ayikple,FL,loss ratio>40%,has irpm,no action
6496,2010,Sep,Priscilla,38247,building,1.99,43%,Ayikple,VA,loss ratio>40%,has irpm,no action
6497,2014,Mar,Franca,37453,home,0.91,89%,Odeneho,TX,loss ratio>40%,has irpm,no action
6498,2013,May,Alex,30148,building,0.96,37%,Odeneho,KY,,has irpm,add credit
6499,2015,Feb,Ama,2149,home,1.72,77%,Odeneho,IL,loss ratio>40%,has irpm,add debit
6500,2010,Sep,Adjoa,43960,auto,1.59,84%,Ayikple,KY,loss ratio>40%,has irpm,add debit
6501,2011,Dec,Ben,45128,products,0.99,4%,Odeneho,TN,,has irpm,add credit
6502,2010,Oct,Dan,31744,building,1.67,9%,Ayikple,NJ,,has irpm,add credit
6503,2015,Nov,Mina,45086,contents,1.16,94%,Odeneho,GA,loss ratio>40%,has irpm,add debit
6504,2015,Mar,Abena,22290,building,0.86,41%,Dedu,TN,loss ratio>40%,has irpm,no action
6505,2014,Aug,David,26529,contents,0.89,10%,Odeneho,FL,,has irpm,add credit
6506,2012,Nov,Ekow,11548,home,0.59,37%,Odeneho,WI,,has irpm,add credit
6507,2013,Apr,Kwasi,6202,building,1.36,44%,Odeneho,WI,loss ratio>40%,has irpm,no action
6508,2011,Mar,Kwabena,2401,products,1.24,9%,Ayikple,PA,,has irpm,add credit
6509,2015,Jan,Emefa,45703,products,0.66,5%,Odeneho,SC,,has irpm,add credit
6510,2011,Jun,Abbie,30830,products,1.03,73%,Dedu,MD,loss ratio>40%,has irpm,add debit
6511,2013,Jun,Aseda,3795,home,0.87,92%,Odeneho,PA,loss ratio>40%,has irpm,no action
6512,2014,Jan,Bella,25518,products,1.25,22%,Ayikple,NJ,,has irpm,add credit
6513,2013,Apr,Janice,43075,contents,1.11,99%,Odeneho,MN,loss ratio>40%,has irpm,add debit
6514,2011,Jan,Francis,36652,auto,1.45,16%,Dedu,FL,,has irpm,add credit
6515,2012,Dec,Priscilla,27381,home,1.5,39%,Dedu,NY,,has irpm,add credit
6516,2013,Jan,Franca,17711,building,1.15,72%,Ayikple,NC,loss ratio>40%,has irpm,add debit
6517,2014,May,Alex,9513,products,1.55,88%,Dedu,IL,loss ratio>40%,has irpm,add debit
6518,2012,Nov,Ama,40809,contents,1.89,90%,Odeneho,MN,loss ratio>40%,has irpm,add debit
6519,2014,Oct,Adjoa,49240,contents,0.82,64%,Ayikple,NY,loss ratio>40%,has irpm,no action
6520,2015,Jan,Ben,2826,auto,1.55,53%,Dedu,GA,loss ratio>40%,has irpm,no action
6521,2014,Sep,Dan,9460,home,1.31,21%,Odeneho,TX,,has irpm,add credit
6522,2013,Feb,Mina,46078,building,0.65,10%,Odeneho,WI,,has irpm,add credit
6523,2015,Jun,Abena,29640,products,0.53,62%,Dedu,NY,loss ratio>40%,has irpm,no action
6524,2015,Feb,David,12453,products,1.73,0%,Dedu,TX,,has irpm,add credit
6525,2013,Feb,Ekow,5006,products,1.56,97%,Odeneho,WI,loss ratio>40%,has irpm,add debit
6526,2013,Aug,Kwasi,20276,home,1.83,91%,Ayikple,MN,loss ratio>40%,has irpm,add debit
6527,2015,Oct,Kwabena,40812,building,1.35,13%,Odeneho,NC,,has irpm,add credit
6528,2015,Jun,Emefa,16728,products,1.11,22%,Ayikple,IL,,has irpm,add credit
6529,2014,Feb,Abbie,28529,home,1.22,26%,Odeneho,WI,,has irpm,add credit
6530,2013,Aug,Aseda,40608,building,1.08,87%,Dedu,SC,loss ratio>40%,has irpm,add debit
6531,2010,Mar,Bella,28935,products,1.59,98%,Dedu,NC,loss ratio>40%,has irpm,add debit
6532,2012,Mar,Janice,36451,products,1.67,100%,Odeneho,WI,loss ratio>40%,has irpm,add debit
6533,2010,Jun,Francis,46787,home,1.16,53%,Dedu,GA,loss ratio>40%,has irpm,no action
6534,2010,Mar,Priscilla,1867,auto,1.79,1%,Odeneho,FL,,has irpm,add credit
6535,2014,Nov,Franca,17605,building,1.3,92%,Dedu,NJ,loss ratio>40%,has irpm,add debit
6536,2013,Feb,Alex,44814,auto,0.69,89%,Ayikple,NJ,loss ratio>40%,has irpm,no action
6537,2013,Jul,Ama,30079,home,1.73,83%,Dedu,TN,loss ratio>40%,has irpm,add debit
6538,2014,Feb,Adjoa,15196,building,0.88,99%,Odeneho,SC,loss ratio>40%,has irpm,no action
6539,2013,Jun,Ben,11578,home,1.78,71%,Dedu,TX,loss ratio>40%,has irpm,add debit
6540,2014,Aug,Dan,49515,contents,1.95,73%,Ayikple,WI,loss ratio>40%,has irpm,add debit
6541,2011,Feb,Mina,15987,building,0.88,97%,Dedu,TN,loss ratio>40%,has irpm,no action
6542,2014,Nov,Abena,2904,auto,0.67,39%,Dedu,WI,,has irpm,add credit
6543,2012,Feb,David,13535,contents,1.39,28%,Odeneho,FL,,has irpm,add credit
6544,2014,Mar,Ekow,3242,contents,1.72,60%,Ayikple,IL,loss ratio>40%,has irpm,no action
6545,2013,Jun,Kwasi,29231,auto,1.19,12%,Odeneho,SC,,has irpm,add credit
6546,2010,Sep,Kwabena,6991,building,0.85,28%,Dedu,NJ,,has irpm,add credit
6547,2014,Oct,Emefa,1985,contents,1.55,96%,Dedu,WI,loss ratio>40%,has irpm,add debit
6548,2012,Sep,Abbie,8540,contents,1.03,26%,Dedu,TN,,has irpm,add credit
6549,2010,Jul,Aseda,35479,auto,0.67,13%,Ayikple,NC,,has irpm,add credit
6550,2013,May,Bella,41617,products,1.42,37%,Dedu,SC,,has irpm,add credit
